id,title,poster,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,rating_float_scaled,users_rating_scaled,votes_scaled,runtime_scaled,genre_Action_scaled,genre_Adventure_scaled,genre_Animation_scaled,genre_Biography_scaled,genre_Comedy_scaled,genre_Crime_scaled,genre_Drama_scaled,genre_History_scaled,genre_Horror_scaled,genre_Romance_scaled,genre_Thriller_scaled,languages_Dutch_scaled,languages_English_scaled,languages_Indonesian_scaled,languages_Minangkabau_scaled,trailer_url
93,Rumput Tetangga,https://m.media-amazon.com/images/M/MV5BOTI1NjgxMjYtOTE5MC00MjhlLTllMDktZWFjMGIxYTRiMmQzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"A housewive, who was once the most popular and outstanding student in school, experiencing a crisis of self-confidence as she feels she could not be a good wife and mother. One day, something miracle happens which changing her destiny.",Comedy,13+,7.5,37,Indonesian,Guntur Soeharjanto,"['Titi Kamal', 'Donita', 'Gading Marten', 'Tora Sudiro', 'Raffi Ahmad', 'Asri Welas', 'Kirana Larasati', 'Jeremy Thomas', 'Yeyen Lydia', 'Vega Darwanti', 'Dewi Rezer', 'Nunung', 'Maya Septa', 'Niniek Arum', 'Melanie Berentz']",104,13,-0.064632138,0.822005835,-0.12016901,0.336018276,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
94,Sabyan Menjemput Mimpi,https://m.media-amazon.com/images/M/MV5BY2Q1NmYzOTQtMTQyOS00ZmZjLTk2OWYtZGMwOWFiNThlM2YxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,The story of youngsers led by Ayus to build and develop a gambus musical group called Sabyan. Many interesting stories behind their struggle to reach a dream. They start to get famous ...,Drama,SU,5.7,9,Indonesian,Alim Ishaq,"['Nissa Sabyan', 'Anis Sabyan', 'Ayus Sabyan', 'Kamal Sabyan', 'T.B. Sabyan', 'Owan Sabyan', 'Dicky Chandra', 'Cici Tegal', 'Aquino Umar', 'Shandy William', 'Shenina Cinnamon', 'Meni Agus Nori', 'Chandra Wahyu Aji', 'Fuad Idris', 'Ade Firman Hakim']",94,0,-2.682985269,-0.517189082,-0.122238303,-0.348794636,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
95,Satu Suro,https://m.media-amazon.com/images/M/MV5BNTc0MzA1Y2MtOTUwNS00YzFlLThiYjUtYjBjYWZmN2FmMDMzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Adinda, who is pregnant, has just moved to a house on the edge of town along with Bayu, her husband. However, strange events are felt in the house, Adinda is often disturbed by spirits and ...",Horror,17+,6.3,27,Indonesian,Anggy Umbara,"['Citra Kirana', 'Nino Fernandez', 'Alexandra Gottardo', 'Willem Bevers', 'Yatti Surachman', 'Haydar Salishz', 'Ingrid Widjanarko', 'Ence Bagus', nan, nan, nan, nan, nan, nan, nan]",94,17,0.741014979,-0.070790776,-0.120908043,-0.348794636,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
96,Say I Love You,https://m.media-amazon.com/images/M/MV5BYWE2MjFkNWYtZmFjNS00MjhkLTk0Y2UtZDViZWM0Y2M0Y2U5XkEyXkFqcGc@._V1_QL75_UX229.5_.jpg,2019,"Sheren (Dinda Hauw) is not only chasing her dreams, but she is also fighting for love. Sheren is an energetic, full of ideas and hopes young lady, secretly admired by Robert (Alvaro Maldini...",Drama,13+,7.3,11,Indonesian,Faozan Rizal,"['Verdi Solaiman', 'Rachel Amanda', 'Dinda Hauw', 'Nadira Octova', 'Teuku Ryzki', 'Alvaro Maldini Siregar', nan, nan, nan, nan, nan, nan, nan, nan, nan]",106,13,-0.064632138,0.6732064,-0.122090496,0.472980859,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
97,Sekte,https://m.media-amazon.com/images/M/MV5BZDgyZjkzNWYtNTI0ZS00MTA5LTg4MjUtMjY0MGNlMGNmMDA1XkEyXkFqcGc@._V1_QL75_UX370.5_.jpg,2019,"Lia is experiencing memory loss after an accident. When awakened, she is in a large, isolated house. It is a place of community consisting of people who do not have a home and relatives. They live in harmony and look after each other.",Horror,17+,6.3,42,Indonesian,William Chandra,"['Asmara Abigail', 'Derby Romero', 'Rizky Nazar', 'Gesata Stella', 'Trisa Triandesa', 'Natalius Chendana', 'Eduward Manalu', 'Nadira Adnan', 'Fang Tatis', 'Saefullah Mahyudin', 'Djaelani', 'Atjih Isnawati', nan, nan, nan]",89,17,0.741014979,-0.070790776,-0.119799493,-0.691201093,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
98,Senior,https://m.media-amazon.com/images/M/MV5BMjY0ZWUxNjYtNTdmOC00NjdlLWIxNDAtNzIxZWRmYmU4MDIxXkEyXkFqcGc@._V1_QL75_UX150_.jpg,2019,"Nakula experienced an event that changed and haunted his life. He then established a relationship with Aluna, a new student at his school. His relationship with Aluna also made him realize so he could make peace with his past.",Drama,13+,8.1,11,Indonesian,Indra Gunawan,"['Jerome Kurnia', 'Rebecca Klopper', 'Shandy William', 'Rizky Guntur', 'Ariella Calista Ichwan', 'Abun Sungkar', 'Alzio', 'Aida Nurmala', 'Karina Suwandhi', 'Joe Project P.', 'Iyang P. Project', 'Miguel Salvador Peli', 'Yusril Fahriza', 'Claudya Putri', 'Ghazi Arrais']",94,13,-0.064632138,1.268404141,-0.122090496,-0.348794636,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
99,Si Doel the Movie 2,https://m.media-amazon.com/images/M/MV5BMzhjYjQ4MmYtZDllMC00N2Q3LWFlNjUtMTk2ZGExNGY3MWQ3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"The news that her husband, Doel, met with his ex-lover and child makes Zaenab confused in choosing: to defend his marriage with Doel, or to let him go. Zaenab tries to find answers to the fate she has to choose.",Drama,13+,7,148,Indonesian,Rano Karno,"['Rano Karno', 'Maudy Koesnaedi', 'Cornelia Agatha', 'Mandra', 'Suti Karno', 'Aminah Cendrakasih', 'Adam Jagwani', 'Rey Bong', 'Ahmad Zulhoir Mardia', 'Nabila Bintang', 'Opie Kumis', 'Sabar', 'Maryati Tohir', 'Hj. Tonah', 'Wizzy']",95,13,-0.064632138,0.450007247,-0.111965741,-0.280313345,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
100,Si Manis Jembatan Ancol,https://m.media-amazon.com/images/M/MV5BYzkxZDU2NDctNWVlYS00OWRiLWIyYTAtNTlhZjgwZjQyNDA5XkEyXkFqcGc@._V1_QL75_UX211.5_.jpg,2019,"Terrifying legends has spread out. The appearance of Maryam as the ghost has been seen for so many times, at the old bridge or in the other place. She spread terrors for revenge.",Horror,17+,5.6,42,Indonesian,Anggy Umbara,"['Indah Permatasari', 'Arifin Putra', 'Randy Pangalila', 'Ozy Syahputra', 'Ananta Rispo', 'Arief Didu', 'Ruth Permatasari', 'Anyun Cadel', 'Egy Fedly', 'Tomy Babap', 'Saad Afero', 'Willem Bevers', 'Ebel Cobra', 'Kake Gayung', 'Andreano Philip']",116,17,0.741014979,-0.591588799,-0.119799493,1.157793771,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
101,Sin,https://m.media-amazon.com/images/M/MV5BZjdmZmM4YTItOWY2NC00YTE1LWE1YzEtYmRmMmUyMmFmYTFiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Metta and Raga shouldn't fall in love. Raga hates girls with many dramas like Metta. Metta just wants to prove that there is no good in Raga. But, they still fall in love.",Drama,13+,7.8,53,Indonesian,Herwin Novianto,"['Bryan Domani', 'Mawar Eva de Jongh', 'Jerome Kurnia', 'Dannia Salsabila', 'Carmela van der Kruk', 'Marthino Lio', 'Ali Seggaf', 'Ciara Nadine Brosnan', 'Hans de Kraker', 'Jessica Lucyana Taroreh', 'Jeremy Thomas', 'Nadine Alexandra', 'Adhitya Alkatiri', 'Yama Carlos', 'Sari Nila']",100,13,-0.064632138,1.045204988,-0.118986557,0.062093111,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
102,Single 2,https://m.media-amazon.com/images/M/MV5BNzhjZGYxMGMtOGIzZS00ZTM2LWE2MGYtYzdlYzA2NmRiMGYxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Ebi is going towards 30 years old and still single. Now, Ebi is determined that before his 30th birthday he must release his single status. He must have a girlfriend. Even though he doesn't know how to do it at all.",Comedy,13+,7.2,75,Indonesian,Raditya Dika,"['Raditya Dika', 'Annisa Rawles', 'Yoga Arizona', 'Ridwan Remin', 'Arif Muhammad', 'Mentari Novel', 'Tinna Harahap', 'Frederik Alexander', 'Dede Yusuf', 'Desy Iwanti', 'Rina Hasyim', nan, nan, nan, nan]",128,13,-0.064632138,0.598806682,-0.117360684,1.979569266,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
103,Susi Susanti: Love All,https://m.media-amazon.com/images/M/MV5BODAwNjhhOTQtZWJhNi00ZTQ4LTgxNGItNzE3NTI2MWQ0OGM2XkEyXkFqcGc@._V1_QL75_UX379.5_.jpg,2019,"Susi Susanti rises through the rank to become Indonesia's most beloved athlete. In time of economic turmoil, Susi seizes the opportunity to show her country and the world that heroism is measured by the depth of one's sacrifice.",Biography,13+,7.5,141,Indonesian,Sim F.,"['Laura Basuki', 'Dion Wiyoko', 'Jenny Chang', 'Lukman Sardi', 'Farhan', 'Moira Tabina Zayn', 'Kelly Tandiono', 'Rafael Landry Tanubrata', 'Kin Wah Chew', 'Iszur Muchtar', 'Dayu Wijanto', 'Delon', 'Nathaniel Sulistyo', nan, nan]",96,13,-0.064632138,0.822005835,-0.112483064,-0.211832054,-0.313625024,-0.260248119,-0.061199006,5.700877125,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
104,Tabu: Mengusik Gerbang Iblis,https://m.media-amazon.com/images/M/MV5BODYwYjgzNzktMzViZS00OGVhLWE2OTYtYzZhZWU1Y2NmMjJmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"When six best high school buddies are cross the forbidden forest and broken all the rules in there, something evil follow their back and causing death among themselves.",Horror,17+,5.6,19,Indonesian,Angling Sagaran,"['Angga Yunanda', 'Isel Fricella', 'Bastian Steel', 'Agatha Chelsea', 'Rayn Wijaya', 'Elina Joerg', 'Alfie Alfandi', 'Mona Ratuliu', 'Radja Nasution', 'Laksmi Notokusumo', 'Oce Permatasari', 'Vicky Nitinegoro', 'Emmy Lemu', 'Eka Gandara', 'Iang Darmawan']",96,17,0.741014979,-0.591588799,-0.12149927,-0.211832054,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
105,Tembang Lingsir,https://m.media-amazon.com/images/M/MV5BMTIzYzRiOTItMGY0OS00NDNiLWI1NTgtOTFhNTIwMzI2OTZmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Mala always deals with Tembang Lingsir, a song taught by her mother from her childhood. After a mysterious fire incident that killed her mother, Mala lost her voice. Then, Mala lives in her...",Horror,17+,5.2,19,Indonesian,Rizal Mantovani,"['Marsha Aruan', 'Aisyah Aqilah', 'T. Rifnu Wikana', 'Meisya Siregar', 'Faras Fatik', 'Jennifer Coppen', 'Sarah Tuffahati', 'Ida Zein', 'Arya Vasco', 'Chaca Marisa', 'Erlyn', 'Reza Orkan', nan, nan, nan]",90,17,0.741014979,-0.88918767,-0.12149927,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
106,Terimakasih Cinta,https://m.media-amazon.com/images/M/MV5BODNhNmNmMTgtZGQzNi00NTYwLTliMzAtNWRlZGRlYjEyOWRlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Eva just enters high school when she meets Ryan, because both belong to a group of student who have a disease during the School Orientation Period. Ryan thinks that Eva is just pretending ...",Drama,13+,7.8,10,Indonesian,Tema Patrosza,"['Putri Marino', 'Achmad Megantara', 'Allan Dastan', 'Cut Mini Theo', 'Gary M. Iskak', 'Meisyarah Oemry', 'Okan Kornelius', 'Harry de Fretes', 'Zhi Alatas', 'Az Bintang Kaamil', 'Bunga Jasmine Azalea', 'Amalia Putri Wulandari', 'Amalia Bunga Pratiwi', 'Amalia Melati Suci', nan]",101,13,-0.064632138,1.045204988,-0.1221644,0.130574402,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
107,Terlalu Tampan,https://m.media-amazon.com/images/M/MV5BMzRjNTU1OTYtNjYwMi00ZDIzLWFjYmEtNjJlZTM3YzM4YzRkXkEyXkFqcGc@._V1_QL75_UX298.5_.jpg,2019,"Kulin, an overly handsome boy, always avoids entering regular school and chooses to spend almost 100% of his life inside the house. One day, Kulin's handsomeness is exposed to the outside world so his daily life becomes unusual.",Comedy,13+,7,278,Indonesian,Sabrina Rochelle Kalangie,"['Ari Irham', 'Nikita Willy', 'Rachel Amanda', 'Calvin Jeremy', 'Dhimas Danang', 'Tarra Budiman', 'Iis Dahlia', 'Marcellino Lafrand', nan, nan, nan, nan, nan, nan, nan]",106,13,-0.064632138,0.450007247,-0.102358309,0.472980859,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
108,The Fugitive,https://m.media-amazon.com/images/M/MV5BZDliODYwYjQtYmQ4NC00ZTAxLWJkZjYtMTIxOGQ5YWRjMTRmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Six months after PETA's failure to fight Nippon, Hardo returns to his village in Blora. His presence is smelled by Nippon, tracked and pursued. In a chase one day and night before the ...",Drama,13+,3.7,53,Indonesian,Richard Oh,"['Adipati Dolken', 'Ayushita', 'Ernest Samudera', 'Khiva Iskak', 'Kho Michael', 'Egy Fedly', 'Nobuyuki Suzuki', 'Kevin Andrean', 'Emil Kusumo', 'Otig Pakis', 'Rizky Mocil', 'Muhamad', 'Brisman', 'Brilliana Arfira', 'Burhan Salim']",98,13,-0.064632138,-2.005183434,-0.118986557,-0.074869471,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
109,The Sacred Riana: Beginning,https://m.media-amazon.com/images/M/MV5BOTc4YzM4NGMtMDlhOC00M2ZlLWEwMmUtMjE3ZmY2MzIyZjdiXkEyXkFqcGc@._V1_QL75_UX132_.jpg,2019,"In her childhood, Riana lived in a small town with her father and her mother who ran a funeral house business. A disaster required them move to Uncle Johan's house in Jakarta and Riana ...",Horror,17+,6.9,54,Indonesian,Billy Christian,"['The Sacred Riana', 'Aura Kasih', 'Agatha Chelsea', 'Prabu Revolusi', 'Citra Prima', 'Frisly Herlind', 'Angrean Ken', 'Willem Bevers', 'Ciara Nadine Brosnan', 'Brooklyn Alif Rea', 'Carlos Camelo', 'Jessiana Marriera Pariston', 'Rean Firmansyah', 'Geraldy Krechoff', 'Chaca Marisa']",111,17,0.741014979,0.37560753,-0.118912653,0.815387315,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
110,The Way I Love You,https://m.media-amazon.com/images/M/MV5BOTUxYTgzZmItOTQyYi00YzJiLWJiMGQtOTdhMWY3MTRhZjVkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,Senja does not know the man named BadBoy who often chat with her on blog. She always smiles remembering their conversation. Bara is the most annoying guy in school and her cousin's ...,Drama,13+,7.5,19,Indonesian,Rudi Aryanto,"['Syifa Hadju', 'Rizky Nazar', 'Tissa Biani Azzahra', 'Baskara Mahendra', 'Surya Saputra', 'Adi Nugroho', 'Windy Wulandari', nan, nan, nan, nan, nan, nan, nan, nan]",94,13,-0.064632138,0.822005835,-0.12149927,-0.348794636,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
111,This Earth of Mankind,https://m.media-amazon.com/images/M/MV5BYzM1ZjkxMDUtYzI2YS00N2FhLWEwN2ItYTUxYzAxYmEwYjc3XkEyXkFqcGc@._V1_QL75_UX211.5_.jpg,2019,A native Javanese boy and a mixed-Dutch girl fall in love during the early 20th-century colonial turbulence in Dutch East Indies (now Indonesia).,Drama,17+,6.6,514,Indonesian,Hanung Bramantyo,"['Iqbaal Dhiafakhri Ramadhan', 'Mawar Eva de Jongh', 'Sha Ine Febriyanti', 'Giorgino Abraham', 'Bryan Domani', 'Jerome Kurnia', 'Donny Damara', 'Ayu Laksmi', 'Dewi Irawan', 'Kin Wah Chew', 'Kelly Tandiono', 'Christian Sugiono', 'Hans de Kraker', 'Ciara Nadine Brosnan', 'Amanda Khairunnisa']",181,17,0.741014979,0.152408377,-0.084917125,5.609077703,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
112,Trinity Traveler,https://m.media-amazon.com/images/M/MV5BYTZkYWFhZTAtNDAzMy00MDY2LTk1NjktODg5ZjMzZjQwYmNlXkEyXkFqcGc@._V1_QL75_UX150_.jpg,2019,"Trinity is better known as TRINITY TRAVELER, and got a master degree scholarship in Philippines. Her parents wants her to get married soon. Trinity once again met Paul, but now she's in a dilemma between her love and her passion.",Adventure,13+,5.8,16,Indonesian,Rizal Mantovani,"['Maudy Ayunda', 'Hamish Daud', 'Rachel Amanda', 'Anggika Bolsterli', 'Babe Cabita', 'Cut Mini Theo', 'Muhammad Farhan', 'Ayu Dewi', 'Dayu Wijanto', 'Melanie Ricardo', 'Sumaisy Djaitov Yanda', 'Ayu Gani', 'Jryan Karsten', 'Sitta Novita', 'Katyana']",97,13,-0.064632138,-0.442789364,-0.12172098,-0.143350763,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
113,Twivortiare,https://m.media-amazon.com/images/M/MV5BOWZiNTI0OGYtNGIzMy00YmUwLWI4NDktZTVmMzc1YzZkNjVmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"A man and woman fell in love and immediately got married. After two years, they decided to divorce because of all the endless conflicts. But after various events always bring them to meet each other again, their love blossoms again.",Drama,17+,5.8,165,Indonesian,Benni Setiawan,"['Reza Rahadian', 'Raihaanun Soeriaatmadja', 'Arifin Putra', 'Denny Sumargo', 'Citra Kirana', 'Anggika Bolsterli', 'Dimas Aditya', 'Boris Bokir', 'Ferry Salim', 'Lydia Kandou', 'Roy Marten', 'Aida Nurmala', 'Dwi Yan', 'Leroy Osmani', 'Ingrid Widjanarko']",103,17,0.741014979,-0.442789364,-0.110709384,0.267536985,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
114,Uka-Uka the Movie: Nini Tulang,https://m.media-amazon.com/images/M/MV5BYWU2NGE3NmQtZjM4Ny00MGYxLTk1OWMtNjFlZjNjZmI3NTFhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"The popularaity of Uka-uka program on television makes Shelly want to participate in the courage test. The Uka-uka team is heading to the location of the latest courage test: Alas Moyang, ...",Horror,13+,4.8,12,Indonesian,Ubay Fox,"['Stefhani Zamora Husen', 'Yoriko Angeline', 'Gusti Rayhan', 'Debo Andryos', 'Reza Aditya', 'Torro Margens', 'Ricky Perdana', 'Volland Volt', 'Harris Cinnamon', 'Zulfa Maharani', 'Katrina', 'Saphira Indah', 'Yudha Keling', 'Arya Cebol', 'Mini Sagita']",92,13,-0.064632138,-1.18678654,-0.122016593,-0.485757219,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
115,Warkop DKI Reborn 3,https://m.media-amazon.com/images/M/MV5BNzZlOWY4OGEtMWVjMS00MWJlLTgxYzItY2VjZDk2YmZiMWY5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Dono, Kasino, and Indro are assigned as a secret police agent. They are under the command of Commander Cok, who lost his aide, Karman, when he smells money laundering in the Indonesian film industry.",Adventure,13+,4.4,102,Indonesian,Rako Prijanto,"['Aliando Syarief', 'Adipati Dolken', 'Randy Nidji', 'Indro Warkop', 'Mandra', 'Salshabilla Adriani', 'Ganindra Bimo', 'Dewa Dayana', 'Aurora Ribero', nan, nan, nan, nan, nan, nan]",103,13,-0.064632138,-1.48438541,-0.115365294,0.267536985,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
116,Wedding Agreement,https://m.media-amazon.com/images/M/MV5BMzIzZWYyNTQtNzliYy00OWNkLWI2ZTUtYzU3YjViNTAyYWY0XkEyXkFqcGc@._V1_QL75_UX294_.jpg,2019,Tari (Indah Permatasari) is immediately confronted with a marriage agreement with Bian (Refal Hady) which says that they would divorce within one year because their marriage is only for the sake of his parents.,Drama,17+,5.9,112,Indonesian,Archie Hekagery,"['Indah Permatasari', 'Refal Hady', 'Aghniny Haque', 'Jeff Smith', 'Ria Ricis', 'Bucek Depp', 'Unique Priscilla', 'Mathias Muchus', 'Ria Irawan', 'Fergie Giovanna Brittany', 'Yatti Surachman', 'Teddy Snada', nan, nan, nan]",100,17,0.741014979,-0.368389646,-0.114626261,0.062093111,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
117,Yowis Ben 2,https://m.media-amazon.com/images/M/MV5BMzI3YmUxMjUtNmI4NS00MGJjLWEzZGItNjc1MGExZTQzNTdhXkEyXkFqcGc@._V1_QL75_UX150_.jpg,2019,The popularity of Yowis Ben in Malang doesn't resolve Bayu's financial problems. The other members also have their own problems. Then they are introduced to Cak Jim who claims can raise them become a national artist.,Comedy,13+,7.2,197,Indonesian,Fajar Nugros,"['Bayu Skak', 'Joshua Suherman', 'Brandon Salim', 'Tutus Thomson', 'Anya Geraldine', 'Anggika Bolsterli', 'Devina Aureel', 'Laura Theux', 'Timo Scheunemann', 'Arief Didu', 'Tri Yudiman', 'Cut Meyriska', 'Glenca Chysara', 'Aliyah Faizah', 'Clairine Clay']",109,13,-0.064632138,0.598806682,-0.108344478,0.678424732,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
